company_name,uen,industry,country,city,website,short_description,source
ROLLEYES,53211962B,,Singapore,Singapore,,,acra
SAJA MI-O,53374460A,,Singapore,Singapore,,,acra
ANFA PTE. LTD.,200923042H,,Singapore,Singapore,,,acra
AH HOE TRADING ENTERPRISE,35965900D,,Singapore,Singapore,,,acra
KWANG SOON FAST FOOD & SUPERMARKET,35562700X,,Singapore,Singapore,,,acra
SNIPS BEAUTY HOUSE,25495400J,,Singapore,Singapore,,,acra
INTERNATIONAL PRODUCTS TRADING,53281352M,,Singapore,Singapore,,,acra
SCHOONER TRADING,28973400B,,Singapore,Singapore,,,acra
JAMES BOOKER CONSULTANCY SERVICES PTE. LTD.,200613806H,,Singapore,Singapore,,,acra
SUCCESSALL,53372114L,,Singapore,Singapore,,,acra
DIMI ENTERPRISE,24649700M,,Singapore,Singapore,,,acra
MADANI INTERNATIONAL DISTRIBUTION PTE. LTD.,200618091N,,Singapore,Singapore,,,acra
BHAVINI'S FOOD MANUFACTURER & PROVISION DISTRIBUTORS,52996504J,,Singapore,Singapore,,,acra
MARCELES GROUP HOLDINGS PTE. LTD.,201219449D,,Singapore,Singapore,,,acra
URBAN COMMS (S) PTE LTD,199705587C,,Singapore,Singapore,,,acra
AV AUDIO,44485000K,,Singapore,Singapore,,,acra
ONE MIM PRIVATE LIMITED,200301963E,,Singapore,Singapore,,,acra
HENG HUAT SHANGHAI FURNITURE,39783500X,,Singapore,Singapore,,,acra
PACKARD BELL,53076325K,,Singapore,Singapore,,,acra
WULAOLAO PTE. LTD.,202329430Z,,Singapore,Singapore,,,acra
TAI RUN TEXTILE,52955896C,,Singapore,Singapore,,,acra
TRACMAN SOLUTIONS PTE. LTD.,200710979Z,,Singapore,Singapore,,,acra
JINJO SUMIYAKI,53376420C,,Singapore,Singapore,,,acra
ELOYALTY ENTERPRISE PTE. LTD.,202012042M,,Singapore,Singapore,,,acra
JON TIME CENTRE,42129600C,,Singapore,Singapore,,,acra
STEAMBUDDIES LLP,T25LL0497H,,Singapore,Singapore,,,acra
SG SPECIALS PTE. LTD.,202108100W,,Singapore,Singapore,,,acra
LYSOCORE BIOTECH. PTE. LTD.,202009055N,,Singapore,Singapore,,,acra
APITO GLOBAL CONSULTANCY,53251972L,,Singapore,Singapore,,,acra
RAMBUTAN FAMILY OFFICE PTE. LTD.,202550079E,,Singapore,Singapore,,,acra
PACIFIC INTERNATIONAL COMMODITIES PTE. LTD.,200903341E,,Singapore,Singapore,,,acra
FOOTMARKS COMPUTER SYSTEMS,53467180B,,Singapore,Singapore,,,acra
WAN NIAN JIAN PTE LTD,198201764D,,Singapore,Singapore,,,acra
AH HENG CHICKEN RICE & COOKED FOOD POINT,37496200J,,Singapore,Singapore,,,acra
STAR SHENG INTERNATIONAL TRADE PTE. LTD.,202502279R,,Singapore,Singapore,,,acra
ALLIANZE CONSTRUCTION PTE. LIMITED,200511944R,,Singapore,Singapore,,,acra
NEW TIAN CHENG CONSTRUCTION PTE. LTD.,201302077M,,Singapore,Singapore,,,acra
HYPE HAPPENINGS LLP,T25LL0151F,,Singapore,Singapore,,,acra
LIAN SOON HING MOTOR,47301000C,,Singapore,Singapore,,,acra
DEV2 LLP,T16LL1794H,,Singapore,Singapore,,,acra
CARAT JEWELLERY CRAFTING CO,31865300A,,Singapore,Singapore,,,acra
GANESAN BAGGAGE AND TRANSPORT AGENCY,06232200A,,Singapore,Singapore,,,acra
OFFICE IMAGE SERVICES,35321100A,,Singapore,Singapore,,,acra
MEGERALDTON INVESTMENTS PTE. LTD.,202214077E,,Singapore,Singapore,,,acra
HARVARD BUILDERS PTE LTD,198400469E,,Singapore,Singapore,,,acra
SEAL JET SERVICES,38364100D,,Singapore,Singapore,,,acra
DOT 13 PTE. LTD.,201435197Z,,Singapore,Singapore,,,acra
LISA NAIL SPA,53419375K,,Singapore,Singapore,,,acra
TECHSTORY PTE. LTD.,201430714K,,Singapore,Singapore,,,acra
VINYL TEC CORPORATION PTE LTD,199701804E,,Singapore,Singapore,,,acra
DEMPSEY HILL TENNIS,53243674A,,Singapore,Singapore,,,acra
MOONSTERS INTERNATIONAL STUDENTS CLUB,52974710C,,Singapore,Singapore,,,acra
LIAN SIN TAILORS,03892500A,,Singapore,Singapore,,,acra
APEX SEVEN PTE. LTD.,202608652N,,Singapore,Singapore,,,acra
MAXI CONSULTANCY SERVICES,52874006K,,Singapore,Singapore,,,acra
KESEHATAN PROAKTIF,53134206M,,Singapore,Singapore,,,acra
F2S4 INVESTMENT PTE. LTD.,201021946D,,Singapore,Singapore,,,acra
MAISON SKIN,53418925C,,Singapore,Singapore,,,acra
KJM INDIAN FOOD LLP,T07LL0761E,,Singapore,Singapore,,,acra
CHURROS REPUBLIC SG PTE. LTD.,202032966H,,Singapore,Singapore,,,acra
AXE TRADING LLP,T13LL1224C,,Singapore,Singapore,,,acra
HALL TRADING ENTERPRISES PTE LTD,198002771M,,Singapore,Singapore,,,acra
Y.C.G. CONSTRUCTION & TRADING PTE LTD,199405547Z,,Singapore,Singapore,,,acra
KAR FOON ENGINEERING PTE. LTD.,202109192K,,Singapore,Singapore,,,acra
TENDERBOARD PRIVATE LIMITED,201536650E,,Singapore,Singapore,,,acra
CAMBRIDGE RE ASSETS FUND NO. 7 PTE. LTD.,201535484C,,Singapore,Singapore,,,acra
HIBISCUS ASIA HOLDINGS PTE. LIMITED,201203097K,,Singapore,Singapore,,,acra
MALOEY TRADING,32715000M,,Singapore,Singapore,,,acra
FORMILLION BLUE K PTE. LTD.,201607162M,,Singapore,Singapore,,,acra
PAYA LEBAR HAINAN SCISSOR-CUT CURRY RICE,52100600K,,Singapore,Singapore,,,acra
CIXUAN,53307228W,,Singapore,Singapore,,,acra
EDGE DOWNHOLE TOOLS PTE. LTD.,201127819E,,Singapore,Singapore,,,acra
MATRIXX MANAGEMENT PTE. LTD.,201715319D,,Singapore,Singapore,,,acra
MILAN AVENUE COLLECTIONS,53012675C,,Singapore,Singapore,,,acra
WISE HORIZON MANAGEMENT PTE. LIMITED,202531312R,,Singapore,Singapore,,,acra
YALA PRECIOUS PTE. LTD.,200516122N,,Singapore,Singapore,,,acra
LAN XIN INVESTMENTS PTE. LTD.,201532063W,,Singapore,Singapore,,,acra
OPEXIT SYSTEMS PTE. LTD.,201631546E,,Singapore,Singapore,,,acra
ARASU CLEANING MAINTENANCE SERVICE,53079146C,,Singapore,Singapore,,,acra
DIGITROPE COMMUNICATORS,53272380E,,Singapore,Singapore,,,acra
BESTWELL ALUMINIUM INDUSTRY,52843292C,,Singapore,Singapore,,,acra
SOCIETE GENERALE POUR LES TECHNIQUES NOUVELLES - SGN,S91FC4383D,,Singapore,Singapore,,,acra
LA BLONDA PTE LTD,198001188W,,Singapore,Singapore,,,acra
GLAM SALON,53401494A,,Singapore,Singapore,,,acra
OCEAN INTERNATIONAL MUSIC,52815051X,,Singapore,Singapore,,,acra
BEACON TRAINING ACADEMY PTE. LTD.,202132400W,,Singapore,Singapore,,,acra
GOLDEN EMPIRE MARITIME PTE LTD,200100584Z,,Singapore,Singapore,,,acra
FLASH FITNESS,52972499E,,Singapore,Singapore,,,acra
BRIGHT OASIS ENTERTAINMENT PTE. LTD.,202338406H,,Singapore,Singapore,,,acra
TOP FUN,50375900K,,Singapore,Singapore,,,acra
PRIYANKA FLORIST,52863531W,,Singapore,Singapore,,,acra
TONG PAU.COM,52921232C,,Singapore,Singapore,,,acra
MABUHAY LOUNGE,37840000B,,Singapore,Singapore,,,acra
SWIFT RECOVERY,53277006D,,Singapore,Singapore,,,acra
ASHBURY COMMUNICATIONS (SINGAPORE) PTE. LTD.,202129398C,,Singapore,Singapore,,,acra
EVOLUTION TECH,53224143J,,Singapore,Singapore,,,acra
PURPOSEWORK PTE. LTD.,202602920Z,,Singapore,Singapore,,,acra
TUNG LING PRODUCTIONS PTE. LTD.,201508571E,,Singapore,Singapore,,,acra
TRUST PRINT SOLUTIONS,53204831L,,Singapore,Singapore,,,acra
MARARI PTE. LTD.,201314431E,,Singapore,Singapore,,,acra
GREENVIEW EQUITIES GROUP (SINGAPORE) PTE. LTD.,202425384K,,Singapore,Singapore,,,acra
BUNPOH PTE LTD,199408472W,,Singapore,Singapore,,,acra
HL MARINE PTE. LTD.,200003938D,,Singapore,Singapore,,,acra
NEW EASTERN MOULDING,52952169E,,Singapore,Singapore,,,acra
KM ASTRO VASTHU PTE. LTD.,201531884N,,Singapore,Singapore,,,acra
EDGE PACIFIC,43075600C,,Singapore,Singapore,,,acra
CITIPOINT EXPRESS SERVICES,49759100J,,Singapore,Singapore,,,acra
NING YUEN FAMILY (SG) PTE. LTD.,202438331C,,Singapore,Singapore,,,acra
HEART & LUNG CENTRE @ALVERNIA PTE. LTD.,202436343D,,Singapore,Singapore,,,acra
WEB DEALINGS,52879365M,,Singapore,Singapore,,,acra
ETOL PTE. LTD.,201013365E,,Singapore,Singapore,,,acra
EVOLVE DISTRI-SERVICES,52884527J,,Singapore,Singapore,,,acra
CASADILA,53470919B,,Singapore,Singapore,,,acra
TROCADELYO HOLDING PTE. LTD.,202555420D,,Singapore,Singapore,,,acra
PHOENIX SONGSTERS ENTERPRISE,34767700B,,Singapore,Singapore,,,acra
LEYAKITH ALI TEXTILES,27240500X,,Singapore,Singapore,,,acra
8 MEDI-AESTHETICS (DHOBY GHAUT) PTE. LTD.,201322798G,,Singapore,Singapore,,,acra
ACCURATE SOLUTIONS PTE. LTD.,202516538C,,Singapore,Singapore,,,acra
INFUSION MATERIALS LABS PTE. LTD.,201618522N,,Singapore,Singapore,,,acra
KECENEL PTE. LTD.,201004900Z,,Singapore,Singapore,,,acra
EFT CONTRACTORS AND SERVICES TRADING,33567200X,,Singapore,Singapore,,,acra
COMMUNITY ORIGINALS PTE. LTD.,202548286G,,Singapore,Singapore,,,acra
MONZ EXPRESS,53437831E,,Singapore,Singapore,,,acra
2D-SOLUTION,53075698J,,Singapore,Singapore,,,acra
YU MING VENTURES & TRADING,49799000L,,Singapore,Singapore,,,acra
BNS ASIA LIMITED,197902220M,,Singapore,Singapore,,,acra
PRO WATERPROOFING SINGAPORE PTE. LTD.,202432733D,,Singapore,Singapore,,,acra
YUMMI HOUSE PTE. LTD.,200720808D,,Singapore,Singapore,,,acra
PRIME FLOW PRODUCTS PTE LTD,199804739R,,Singapore,Singapore,,,acra
SUNYEW INDUSTRIAL APPLICATION,52821054L,,Singapore,Singapore,,,acra
WICKED WAG & CO PTE. LTD.,201532049W,,Singapore,Singapore,,,acra
YI MUSIC PTE. LTD.,202301995R,,Singapore,Singapore,,,acra
ELBA ENTERPRISES PRIVATE LIMITED,200209088C,,Singapore,Singapore,,,acra
NEW NORTHEAST CHEF HE PTE. LTD.,202031689G,,Singapore,Singapore,,,acra
FOONG SOON POULTRY SUPPLY,26487200B,,Singapore,Singapore,,,acra
TIANYOU HEALTH PRODUCTS,53060214L,,Singapore,Singapore,,,acra
SIN YI BEAUTY AND WELLNESS,53145362J,,Singapore,Singapore,,,acra
DARBAR DIAMONDS,10666700M,,Singapore,Singapore,,,acra
CHINESE MASSOTHERAPY & FOOT REFLEXOLOGY,52932276E,,Singapore,Singapore,,,acra
ANSUN INTERIOR DESIGN,52815532J,,Singapore,Singapore,,,acra
ITCHYBA,53427537X,,Singapore,Singapore,,,acra
LR SYSTEM ENGINEERING,53275439E,,Singapore,Singapore,,,acra
ADVANCE CASH CREDIT PTE. LTD.,201000289M,,Singapore,Singapore,,,acra
YODLEI INTERNATIONAL PTE. LTD.,201110249D,,Singapore,Singapore,,,acra
INFINITE AIR PTE. LTD.,201935510W,,Singapore,Singapore,,,acra
COMFORTDELGRO (S.E. ASIA) PTE. LTD.,197200526D,,Singapore,Singapore,,,acra
OLITCHKA PTE. LTD.,202115788D,,Singapore,Singapore,,,acra
HOCK LUXCOME MOTORING,47341500C,,Singapore,Singapore,,,acra
PAN-POWER SERVICES PTE. LTD.,201011711D,,Singapore,Singapore,,,acra
CHANNEL ENABLERS ASIA PTE. LTD.,200415249K,,Singapore,Singapore,,,acra
CET ELECTRIC TECHNOLOGY SINGAPORE PTE. LTD.,202500742C,,Singapore,Singapore,,,acra
EARTHWORKZ,53149376L,,Singapore,Singapore,,,acra
R.G.H. (S) PTE LTD,200000738E,,Singapore,Singapore,,,acra
COMPASS GLOBAL GROUP HOLDINGS PTE. LTD.,202109553H,,Singapore,Singapore,,,acra
WISEWAY PROPERTY,53467698K,,Singapore,Singapore,,,acra
RED LENS PICTURES,53422584E,,Singapore,Singapore,,,acra
WRITERSTABLE,53060325W,,Singapore,Singapore,,,acra
VARSHNI TRADING,53109108B,,Singapore,Singapore,,,acra
IHARRYS INN RENOVATION,53236837A,,Singapore,Singapore,,,acra
HEONG KANG PARTS SUPPLIES CO,09620000J,,Singapore,Singapore,,,acra
SUNGAI PUTIH INTERNATIONAL CAPITAL PTE. LTD.,202234978D,,Singapore,Singapore,,,acra
JAKE AND THE BENSTALK,53314558M,,Singapore,Singapore,,,acra
GATEWAY 21.BIZ,53094958W,,Singapore,Singapore,,,acra
PCTECH ENTERPRISE,40086400B,,Singapore,Singapore,,,acra
KOH BROTHERS COMPANY,04380000M,,Singapore,Singapore,,,acra
NATIONAL UMBRELLAS FACTORY,07046600M,,Singapore,Singapore,,,acra
HOREB INTERNATIONAL,52818079K,,Singapore,Singapore,,,acra
AUSTRALASIAN MANAGEMENT & TECHNOLOGY,52897656K,,Singapore,Singapore,,,acra
MISSOURI RIVER SHIPPING PTE. LTD.,202538990W,,Singapore,Singapore,,,acra
D K IMPORTS AND EXPORTS,53166211W,,Singapore,Singapore,,,acra
NAGINA TRADING,53098703A,,Singapore,Singapore,,,acra
TYSEBAERT IMPORTS PTE. LTD.,201828548K,,Singapore,Singapore,,,acra
CHAN BROTHERS PAINTING CONTRACTOR,52984901A,,Singapore,Singapore,,,acra
SOLAR MECHANICAL SERVICES (PRIVATE) LIMITED,197201585E,,Singapore,Singapore,,,acra
BRITE LITE ENTERPRISE,43990400E,,Singapore,Singapore,,,acra
STRIKE KTV & PUB (FAMILY),52983514B,,Singapore,Singapore,,,acra
HOCK KEE F&B PTE. LTD.,201732093D,,Singapore,Singapore,,,acra
NN OUTSOURCE PTE. LTD.,201940311R,,Singapore,Singapore,,,acra
GLOBAL HUNTERS CONSULTANCY,53109022A,,Singapore,Singapore,,,acra
EXCEL-MAX INTERNATIONAL CO PTE LTD,198902815G,,Singapore,Singapore,,,acra
RF JOSTEDAL 1 PTE. LTD.,202526519E,,Singapore,Singapore,,,acra
FRAE SOLUTIONS PTE. LTD.,201400478M,,Singapore,Singapore,,,acra
GOLDMART PTE LTD,199406941H,,Singapore,Singapore,,,acra
POWER LINE ENGINEERING INTERNATIONAL PTE. LTD.,201024313N,,Singapore,Singapore,,,acra
WISH SPORTS SINGAPORE PTE. LTD.,202403107D,,Singapore,Singapore,,,acra
STOIC PTE. LTD.,202116641W,,Singapore,Singapore,,,acra
FIZELL CREATIONS,53332520W,,Singapore,Singapore,,,acra
AWESOME TOYS,53337947D,,Singapore,Singapore,,,acra
DYNAMIC VALVES SYSTEM (S) PTE LTD,199003721K,,Singapore,Singapore,,,acra
OTD INDUSTRIES,41481500M,,Singapore,Singapore,,,acra
KITCHENTOP INTERIOR SERVICES,52903288X,,Singapore,Singapore,,,acra
LOS ARCOS CAPITAL PTE. LIMITED,201609592C,,Singapore,Singapore,,,acra
UNIX INDUSTRIES PTE LTD,197900917E,,Singapore,Singapore,,,acra
AIR-MINT ENTERPRISE PTE LTD,199805472D,,Singapore,Singapore,,,acra
STAR FAMILY CLINIC PRIVATE LIMITED,202336913H,,Singapore,Singapore,,,acra
NIVEUM LABS,53245312C,,Singapore,Singapore,,,acra
LINC SYSTEMS PTE. LTD.,198202385W,,Singapore,Singapore,,,acra
TENG FONG MEDICINE HALL,53016841C,,Singapore,Singapore,,,acra
BLACKBERRY SINGAPORE PTE. LIMITED,200405519W,,Singapore,Singapore,,,acra
ALT. MEDIA PTE. LTD.,200503728Z,,Singapore,Singapore,,,acra
PURPLE ELEPHANT  LLP,T06LL0080L,,Singapore,Singapore,,,acra
ZIPP TOOLS (F.E.) PTE LTD,199301271Z,,Singapore,Singapore,,,acra
SHUANG DE TRADING,39542900E,,Singapore,Singapore,,,acra
VISUAL LIGHTING & ELECTRICAL,45796400J,,Singapore,Singapore,,,acra
O2 HOLDING PTE. LTD.,201826527C,,Singapore,Singapore,,,acra
IMPERIAL REFLEXOLOGY PTE. LTD.,202100482N,,Singapore,Singapore,,,acra
LSC CONSULTANCY & SERVICES PTE. LTD.,201205368Z,,Singapore,Singapore,,,acra
BEST TRADEFAIR ORGANIZER & TRADING,53085760W,,Singapore,Singapore,,,acra
UMBILICA PTE. LTD.,200313133C,,Singapore,Singapore,,,acra
COLLINS MARKETING,38178500M,,Singapore,Singapore,,,acra
ASIA PACIFIC CITIES ALLIANCE FOR HEALTH AND DEVELOPMENT (APCAT) LIMITED,202041462N,,Singapore,Singapore,,,acra
CHUAN SENG ELECTRICAL ENGINEERING PTE. LTD.,200920974K,,Singapore,Singapore,,,acra
FASTLINK MANAGEMENT SERVICES,52859532J,,Singapore,Singapore,,,acra
PACE ELECTRONICS AND MARKETING SERVICES,32287200J,,Singapore,Singapore,,,acra
DNC GURU LLP,T15LL0515H,,Singapore,Singapore,,,acra
ZEN POINT,53343400M,,Singapore,Singapore,,,acra
COMMUNICATIONS MASTERY,53347148J,,Singapore,Singapore,,,acra
71 FOOT REFLEXOLOGY,53259752D,,Singapore,Singapore,,,acra
ACORN STUDENT CARE CENTRE,52893835E,,Singapore,Singapore,,,acra
GIOIELLO,53399147A,,Singapore,Singapore,,,acra
SG-FLEXIWORK,53403219B,,Singapore,Singapore,,,acra
COLLEZIONE ALTA MODA,52947738J,,Singapore,Singapore,,,acra
CANTRADE FOOD PRODUCTS CO,30699000L,,Singapore,Singapore,,,acra
YAN HWEE INVESTMENTS PTE LTD,199403435W,,Singapore,Singapore,,,acra
AVENTIA OVERSEAS TRADING PRIVATE LIMITED,202322500C,,Singapore,Singapore,,,acra
VICTOR EQUIPMENT CO. (PTE.) LTD.,197602578R,,Singapore,Singapore,,,acra
MA'ASEH,53517818B,,Singapore,Singapore,,,acra
ANCIENT VALLEY,52914700M,,Singapore,Singapore,,,acra
SPIKES COACHING PTE. LTD.,202035781Z,,Singapore,Singapore,,,acra
ZOLEX TECHNOLOGIES,52971357L,,Singapore,Singapore,,,acra
SLIM COUTURE ICON PTE. LTD.,201731754H,,Singapore,Singapore,,,acra
ROCKSTARS CAPITAL ASSETS PRIVATE LIMITED,202523835C,,Singapore,Singapore,,,acra
PROJECT Y PTE. LTD.,201415624N,,Singapore,Singapore,,,acra
CITY OPTICS,26375600M,,Singapore,Singapore,,,acra
LINGOTOK PTE. LTD.,202433382N,,Singapore,Singapore,,,acra
MINING EQUIPMENT AND SERVICE PTE. LTD.,201526392R,,Singapore,Singapore,,,acra
TAN & PARTNERS,53130881B,,Singapore,Singapore,,,acra
WIRA SECURITY SERVICES,52983138D,,Singapore,Singapore,,,acra
E.CON TRACZ,53119418C,,Singapore,Singapore,,,acra
QIHAI PTE. LTD.,202534927Z,,Singapore,Singapore,,,acra
LITTLE WORLD MONTESSORI CHILD CARE,53237086D,,Singapore,Singapore,,,acra
FIBERTRON INTERNATIONAL PTE. LTD.,201527696Z,,Singapore,Singapore,,,acra
CORPORATE SECRETARIAL & BOOKKEEPING PTE LTD,199405453N,,Singapore,Singapore,,,acra
INDO HARDWARE & MACHINERIES,40732100D,,Singapore,Singapore,,,acra
MAGNETIC FIELD HEALTH SALOON,43855600C,,Singapore,Singapore,,,acra
DESIGN STORY SG PTE. LTD.,202413437D,,Singapore,Singapore,,,acra
TIK HOCK CONSTRUCTION COMPANY,31342000M,,Singapore,Singapore,,,acra
NET INNOVATE INTERNATIONAL PTE. LTD.,201120845E,,Singapore,Singapore,,,acra
OCEAN OPTICAL SG PTE. LTD.,202337571C,,Singapore,Singapore,,,acra
HUP SOON TECK ELECTRICAL ENGINEERING WORKS,35046900L,,Singapore,Singapore,,,acra
TAN KOON SENG GENERAL BUILDING CONTRACTOR,09404400K,,Singapore,Singapore,,,acra
CASPIAN TRANSPORT SERVICES,53248139M,,Singapore,Singapore,,,acra
ITALENTS SERVICES,53175318B,,Singapore,Singapore,,,acra
BAO YU JEWELLERY PTE. LTD.,201723844E,,Singapore,Singapore,,,acra
ARK-8 ONLINE,53422658B,,Singapore,Singapore,,,acra
SELFFIX PTE LTD,200000236K,,Singapore,Singapore,,,acra
KWEE LIM CONTRACTOR,23103000B,,Singapore,Singapore,,,acra
YONG LONG CONTRACT SERVICES,43007100X,,Singapore,Singapore,,,acra
COMMUNE OF ARTISANS PTE. LTD.,201837301R,,Singapore,Singapore,,,acra
ROSE TRANSPORT SERVICE,48704800L,,Singapore,Singapore,,,acra
TONY INTERIOR SERVICES,47341700J,,Singapore,Singapore,,,acra
VISUAL IMPACTS ENERGY SYSTEM PTE. LTD.,201225327N,,Singapore,Singapore,,,acra
LAP MINDS,53117072A,,Singapore,Singapore,,,acra
BUENOSTAR SINGAPORE PTE. LTD.,202431992C,,Singapore,Singapore,,,acra
LSC HOLDINGS 2016 PTE. LTD.,201629702M,,Singapore,Singapore,,,acra
CAR Z HOME MOTOR ENTERPRISE,52935077K,,Singapore,Singapore,,,acra
SAMAS INFO PTE. LTD.,201809379K,,Singapore,Singapore,,,acra
SWIRE-ACT SYSTEMS LIMITED,S84FC3442L,,Singapore,Singapore,,,acra
SINGAPORE GOURMET CATERING CHAIN PTE. LTD.,202410221G,,Singapore,Singapore,,,acra
APOLY PTE. LTD.,200507874Z,,Singapore,Singapore,,,acra
ANGEL RESOURCES PTE. LTD.,202312371N,,Singapore,Singapore,,,acra
ONE SING PRECISION PTE. LTD.,202200555G,,Singapore,Singapore,,,acra
HAPPYHAPPEN PTE. LTD.,200910547H,,Singapore,Singapore,,,acra
ISHAK,53361580A,,Singapore,Singapore,,,acra
TZ GLOBAL PTE. LTD.,202237518W,,Singapore,Singapore,,,acra
HOTS (SG) TECHNOLOGY PTE. LTD.,202312384Z,,Singapore,Singapore,,,acra
GUNASAHARAN ELECTRIC & PLANT MAINTENANCE & CONSTRUCTION,07227200K,,Singapore,Singapore,,,acra
FAVE GROUP PTE. LTD.,201214642N,,Singapore,Singapore,,,acra
TRISTAR PTE. LTD.,201627984M,,Singapore,Singapore,,,acra
GENYXZ SOLUTIONS,53444801A,,Singapore,Singapore,,,acra
JONATHAN SEE & ASSOCIATES,53281630K,,Singapore,Singapore,,,acra
SMI PACKAGING PTE. LTD.,201508334W,,Singapore,Singapore,,,acra
MASK FINANCING SERVICES,53042389L,,Singapore,Singapore,,,acra
R J AUTO SERVICES,49414200J,,Singapore,Singapore,,,acra
EVERLITE LIGHTING AND FURNISHINGS,52882370A,,Singapore,Singapore,,,acra
LANDWAY HOLDINGS PTE. LTD.,201109541H,,Singapore,Singapore,,,acra
TECTONA HOLDING PTE. LTD.,201700845K,,Singapore,Singapore,,,acra
WING FOONG TAILORING CO,22065700M,,Singapore,Singapore,,,acra
ANTHONY CONSTRUCTION ENGINEERING WORKS (1988),39277100D,,Singapore,Singapore,,,acra
BERGRID PTE. LTD.,202443571W,,Singapore,Singapore,,,acra
KLEENIO,53470366J,,Singapore,Singapore,,,acra
MANIRADHA MAINTENANCE SERVICES,39036100C,,Singapore,Singapore,,,acra
FAIT SOLUTIONS PTE. LTD.,202004551C,,Singapore,Singapore,,,acra
NTAN-ZMG EXECUTIVE SOLUTIONS PTE. LTD.,200718174Z,,Singapore,Singapore,,,acra
REC MANAGEMENT CONSULTANCY SERVICES,27836100E,,Singapore,Singapore,,,acra
NEXUB PTE. LTD.,202222334K,,Singapore,Singapore,,,acra
WEE HAU COMMERCIAL SCHOOL,39694800J,,Singapore,Singapore,,,acra
THE EXQUISITE PROMENADE,53284758W,,Singapore,Singapore,,,acra
SINEW ELECTRICAL ENGINEERING,27918000D,,Singapore,Singapore,,,acra
PALERMO ADVERTISING,52820855A,,Singapore,Singapore,,,acra
SUSHI JIRO,52902266D,,Singapore,Singapore,,,acra
JIN STAR CAPITAL MANAGEMENT PTE. LTD.,201912709G,,Singapore,Singapore,,,acra
WIE TIEN SEA FOOD ROASTED AND CHICKEN RICE,27637600E,,Singapore,Singapore,,,acra
ESSENCE FOOTWEAR TRADING,53057354K,,Singapore,Singapore,,,acra
NETTCO EXPRESS,51256600C,,Singapore,Singapore,,,acra
EVERPEACE MONEY CHANGER,49210400W,,Singapore,Singapore,,,acra
A STUDY OF ASIA PTE. LTD.,202121964R,,Singapore,Singapore,,,acra
KAI CONSULTING,52960483C,,Singapore,Singapore,,,acra
ANN EDUCATION PTE. LTD.,201923529W,,Singapore,Singapore,,,acra
GOLFING PASS,53039575D,,Singapore,Singapore,,,acra
SEE SOON INTERIOR CONTRACT,53014486K,,Singapore,Singapore,,,acra
JONG HAP CONSULTING PTE. LTD.,201727016W,,Singapore,Singapore,,,acra
CRAVEIGHT SEAFOOD & RESTAURANT PTE LTD,200008212M,,Singapore,Singapore,,,acra
NED ART,52928486C,,Singapore,Singapore,,,acra
YANPING CONSULTING PTE. LTD.,202203292K,,Singapore,Singapore,,,acra
MILLION SPOT ENTERPRISE,29674000D,,Singapore,Singapore,,,acra
WORKS LIVE CONCEPTS,44545400L,,Singapore,Singapore,,,acra
SHELL CHEMICALS SERAYA PTE. LTD.,199400986R,,Singapore,Singapore,,,acra
VIVO HEALTH,53147831M,,Singapore,Singapore,,,acra
WISHBONE (SINGAPORE) PLASTIC ENTERPRISE PTE LTD,199600902W,,Singapore,Singapore,,,acra
WINIC ENTERPRISE,52937310J,,Singapore,Singapore,,,acra
JJAP TECHNOLOGY PTE LTD,199104350Z,,Singapore,Singapore,,,acra
THREE NORTH STARS PTE. LTD.,201735609K,,Singapore,Singapore,,,acra
WILD OAK CONCEPTS PTE. LTD.,201707242E,,Singapore,Singapore,,,acra
LUX KLEOS PRIVATE LTD.,202024539Z,,Singapore,Singapore,,,acra
PIECES OF ME,53276387D,,Singapore,Singapore,,,acra
MEYLI-JO FLORAL,53393001D,,Singapore,Singapore,,,acra
WELLER ENTERPRISES,53268278E,,Singapore,Singapore,,,acra
FEMADO PRINTING SERVICES,48323400A,,Singapore,Singapore,,,acra
LADYBIRD BODYMASSAGE VISITING SERVICE,24109100D,,Singapore,Singapore,,,acra
KUZARIMAH CATERING,53102902J,,Singapore,Singapore,,,acra
K K ASIA HOLDINGS PTE. LTD.,200407895M,,Singapore,Singapore,,,acra
SKIN BEAUTY,53441150M,,Singapore,Singapore,,,acra
REMINGTON CHARLES TUITION AGENCY,52869071W,,Singapore,Singapore,,,acra
ALLIED BUS PTE. LTD.,201318887W,,Singapore,Singapore,,,acra
FLYSPACES ASIA PTE. LTD.,202303902C,,Singapore,Singapore,,,acra
AKASHYA SYSTEMS PTE LTD,199702283E,,Singapore,Singapore,,,acra
FFASTPAY PTE. LTD.,201221497M,,Singapore,Singapore,,,acra
NORLAIN TRADING PTE. LTD.,202521029D,,Singapore,Singapore,,,acra
TWIN POINT MARKETING,52873787B,,Singapore,Singapore,,,acra
OSPHERE GLOBAL SOLUTIONS PTE. LTD.,202143120N,,Singapore,Singapore,,,acra
LABSP SCIENTIFIC SUPPLY PTE. LTD.,202228869N,,Singapore,Singapore,,,acra
NEXUS FLOATING PRODUCTION LTD.,200606577R,,Singapore,Singapore,,,acra
DYNAMIC BULL LOGISTIX,52995911M,,Singapore,Singapore,,,acra
EASTPOINT PROVISION SHOP,47390500X,,Singapore,Singapore,,,acra
ARGO ENAM SHIPPING PTE LTD,198800579G,,Singapore,Singapore,,,acra
